"","Id","Address","Bedrooms","Bathrooms","Type","Price"
"581","C4363377","352 Front St W 1610, Toronto","1","1","Condo Apt Apartment",2050
"582","C4372133","87 Peter St 3409, Toronto","1","1","Condo Apt Bachelor/Studio",2050
"583","E4391401","18 Stoney Creek Dr Upper, Toronto","2","1","Upper Level Backsplit 4",2050
"584","C4396721","215 Fort York Blvd 807, Toronto","1","1","Condo Apt Apartment",2050
"585","C4374760","50 Charles St E 2611, Toronto","1","1","Condo Apt Apartment",2050
"586","C4386638","188 Doris Ave 1817, Toronto","1","1","Condo Apt Multi-Level",2050
"587","C4386454","185 Roehampton Ave 3307, Toronto","1","1","Condo Apt Apartment",2050
"588","C4379976","410 Queens Quay W 605, Toronto","1","1","Condo Apt Apartment",2050
"589","C4384605","160 Vanderhoof Ave 1201, Toronto","2","1","Condo Apt Apartment",2050
"590","W4385969","80 Esther Lorrie Blvd 1207, Toronto","2","1","Condo Apt Apartment",2050
"591","C4378340","8 Eglinton Ave E 1506, Toronto","2","1","Condo Apt Apartment",2050
"592","C4379627","37 Drewry Ave 9, Toronto","3","2","Condo Townhouse Stacked Townhse",2050
"593","C4397676","125 Redpath Ave 1803, Toronto","2","1","Condo Apt Apartment",2050
"594","C4390449","15 Coneflower Cres 115, Toronto","3","1","Condo Townhouse Stacked Townhse",2050
"595","C4393213","5180 Yonge St 2110, Toronto","2","1","Condo Apt Apartment",2050
"596","E4390519","70 Town Centre Crt 1001, Toronto","2","1","Condo Apt Apartment",2050
"597","C4397570","70 Forest Manor Rd 601, Toronto","2","1","Condo Apt Apartment",2050
"598","C4395945","25 Capreol Crt 1108, Toronto","1","1","Condo Apt Apartment",2050
"599","C4385807","66 Forest Manor Rd 216, Toronto","2","1","Condo Apt Apartment",2050
"600","C4395497","69 Lynn Williams St 716, Toronto","1","1","Condo Apt Apartment",2050
"601","C4360049","12 Bonnycastle St 514, Toronto","1","1","Condo Apt Apartment",2050
"602","C4375183","45 Lisgar St 430, Toronto","2","1","Other Apartment",2050
"603","E4398365","593 Kennedy Rd 2, Toronto","3","2","Condo Townhouse Stacked Townhse",2050
"604","C4389937","17 Dundonald St 807, Toronto","1","1","Condo Apt Apartment",2050
"605","E4374937","1765 Queen St E #207, Toronto","2","1","Condo Apt Apartment",2050
"606","W4382517","160 Flemington Rd 1106, Toronto","2","1","Condo Apt Apartment",2050
"607","C4337065","181 Dundas St E 3602, Toronto","2","1","Condo Apt Apartment",2050
"608","C4384308","89 Dunfield Ave 2208, Toronto","1","1","Condo Apt Apartment",2075
"609","W4363882","24 Fieldway Rd 10, Toronto","1","1","Condo Townhouse Stacked Townhse",2075
"610","C4387116","12 Bonnycastle St 925, Toronto","1","1","Condo Apt Apartment",2080
"611","C4358279","68 Shuter St 1008, Toronto","2","1","Condo Apt Apartment",2080
"612","C4378833","55 Ann O'reilly Rd 702, Toronto","2","1","Condo Apt Apartment",2080
"613","C4393125","12 Bonnycastle St 1607, Toronto","1","1","Condo Apt Apartment",2080
"614","C4378418","30 Roehampton Ave 412, Toronto","2","1","Condo Apt Apartment",2088
"615","C4345712","2 Regal Rd 517, Toronto","1","1","Other Apartment",2089
"616","C4397319","201 Dundas St E 2, Toronto","2","1","Upper Level 3-Storey",2090
"617","C4381284","201 Dundas St E 2, Toronto","2","1","Upper Level 3-Storey",2090
"618","E4323198","2939 St Clair Ave E Main Fl, Toronto","2","1","Detached Bungalow",2090
"619","C4388126","51 Lower Simcoe St 527, Toronto","2","1","Condo Apt Apartment",2095
"620","C4337844","185 Roehampton Ave 3412, Toronto","2","1","Condo Apt Apartment",2095
"621","C4378227","15 Bruyeres Mews 1004, Toronto","1","1","Condo Apt Apartment",2095
"622","C4397765","33 Lombard St 907, Toronto","1","1","Condo Apt Apartment",2095
"623","C4356480","170 Bayview Ave 1401, Toronto","1","1","Condo Apt Apartment",2095
"624","C4380607","410 Queens Quay Ave W 1506, Toronto","1","1","Condo Apt Apartment",2095
"625","W4386049","18 Laidlaw St 1033C, Toronto","1","1","Condo Townhouse 2-Storey",2099
"626","W4354085","91 Ashburnham Rd Main, Toronto","1","1","Semi-Detached 3-Storey",2099
"627","C4355079","400 Adelaide St E 614, Toronto","1","1","Condo Apt Apartment",2100
"628","C4398300","8 Eglinton Ave E 3004, Toronto","2","1","Condo Apt Apartment",2100
"629","E4373695","25 Town Centre Crt 1107, Toronto","2","1","Condo Apt Apartment",2100
"630","C4383053","650 Sheppard Ave E 415, Toronto","1","1","Condo Apt Apartment",2100
"631","C4385767","319 Merton St 518, Toronto","1","1","Condo Apt Apartment",2100
"632","W4398087","16 Brookers Lane 1510, Toronto","1","1","Condo Apt Apartment",2100
"633","W4392866","36 Park Lawn Rd 2707, Toronto","1","1","Condo Apt Apartment",2100
"634","W4391236","85 Emmett Ave N 1801, Toronto","3","2","Condo Apt Apartment",2100
"635","C4395568","68 Abell St 616, Toronto","2","1","Condo Apt Apartment",2100
"636","C4383818","29 Pemberton Ave Ph02, Toronto","1","1","Condo Apt Apartment",2100
"637","W4381214","55 De Boers Dr 507, Toronto","2","1","Condo Apt Apartment",2100
"638","C4386012","381 Front St W # 1701, Toronto","1","1","Condo Apt Apartment",2100
"639","C4391662","5180 Yonge St 1408, Toronto","2","1","Condo Apt Apartment",2100
"640","W4387417","88 Palace Pier Crt 907, Toronto","1","1","Condo Apt Apartment",2100
"641","C4377343","42 Charles St E 1710, Toronto","1","1","Condo Apt Apartment",2100
"642","C4378705","55 Ann O'reilly Rd 2106, Toronto","2","1","Condo Apt Apartment",2100
"643","C4389245","111 Bathurst St 1110, Toronto","1","1","Condo Apt Apartment",2100
"644","C4382565","386 Yonge St 4506, Toronto","1","1","Condo Apt Apartment",2100
"645","C4378419","15 Brunel Crt 519, Toronto","1","1","Condo Apt Apartment",2100
"646","C4397125","50 Charles St E 3904, Toronto","1","1","Condo Apt Apartment",2100
"647","C4342809","126 Simcoe St 1401, Toronto","1","1","Condo Apt Apartment",2100
"648","C4388691","185 Roehampton Ave 2206, Toronto","1","1","Condo Apt Apartment",2100
"649","C4395528","5180 Yonge St 2109, Toronto","1","1","Condo Apt Apartment",2100
"650","C4394799","8 Eglinton Ave E 3505, Toronto","1","1","Condo Apt Apartment",2100
"651","E4388907","8 Rosebank Dr 11C, Toronto","2","2","Condo Apt Apartment",2100
"652","C4396938","88 Sheppard Ave E 1606, Toronto","2","1","Condo Apt Apartment",2100
"653","C4379886","125 Redpath Ave 314, Toronto","2","1","Condo Apt Apartment",2100
"654","C4376793","33 Charles St E 3502, Toronto","1","1","Condo Apt Apartment",2100
"655","C4389257","394 Dovercourt Rd 30, Toronto","2","1","Multiplex Apartment",2100
"656","C4368739","35 Bales Ave 1608, Toronto","1","1","Condo Apt Apartment",2100
"657","C4381554","68 Canterbury Pl 1101, Toronto","2","1","Condo Apt Apartment",2100
"658","C4388808","11 St Joseph St 601, Toronto","1","1","Condo Apt Apartment",2100
"659","C4387307","80 Queens Wharf Rd 1602, Toronto","1","1","Comm Element Condo Apartment",2100
"660","C4392418","75 Queens Wharf Rd 1210, Toronto","1","1","Condo Apt Apartment",2100
"661","C4397396","565 Wilson Ave 205West, Toronto","2","1","Condo Apt Apartment",2100
"662","C4373519","72 Esther Shiner Blvd 520, Toronto","2","1","Condo Apt Apartment",2100
"663","C4398096","7 Grenville St 2113, Toronto","1","1","Condo Apt Apartment",2100
"664","C4380534","14 York St 1909, Toronto","2","1","Condo Apt Apartment",2100
"665","C4352747","1 King St W 2210, Toronto","1","1","Condo Apt Apartment",2100
"666","C4392680","386 Yonge St 4706, Toronto","1","1","Condo Apt Apartment",2100
"667","E4379479","684 Warden Ave 107, Toronto","2","2","Condo Apt Apartment",2100
"668","C4359709","400 Adelaide St E 507, Toronto","1","1","Condo Apt Apartment",2100
"669","C4375544","170 Avenue Rd 803, Toronto","1","1","Condo Apt Apartment",2100
"670","C4355507","33 Sheppard Ave E 712, Toronto","1","1","Condo Apt Apartment",2100
"671","W4393193","867 Wilson Ave 8, Toronto","2","2","Condo Townhouse Stacked Townhse",2100
"672","E4391008","50 Town Centre Crt 2801, Toronto","2","1","Condo Apt Apartment",2100
"673","E4393551","61 Town Centre Crt 2207, Toronto","2","1","Condo Apt Apartment",2100
"674","W4350161","143 Clearbrooke Circ Main, Toronto","3","1","Detached Bungalow",2100
"675","C4385944","36 Lisgar St 507, Toronto","3","1","Condo Apt Apartment",2100
"676","E4391934","2865 Kingston Rd, Toronto","2","1","Upper Level Apartment",2100
"677","C4371709","8 Hillcrest Ave 3002, Toronto","1","1","Condo Apt Apartment",2100
"678","W4390681","160 Flemington Rd 1206, Toronto","2","1","Condo Apt Apartment",2100
"679","C4346215","89 Mcgill St 2603, Toronto","1","1","Condo Apt Apartment",2100
"680","C4394785","80 John St 2902, Toronto","1","1","Condo Apt Apartment",2100
"681","W4394311","36 Park Lawn Rd 3908, Toronto","1","1","Condo Apt Apartment",2100
"682","C4349215","102 Barton Ave (Lower), Toronto","2","1","Detached 2-Storey",2100
"683","E4327023","108 Barrington Ave Upper, Toronto","2","1","Upper Level 2-Storey",2100
"684","C4352307","151 Dan Leckie Way 320, Toronto","2","1","Condo Apt Apartment",2100
"685","C4384582","8 Eglinton Ave 3409, Toronto","2","1","Condo Apt Apartment",2100
"686","C4398301","955 Bay St 512, Toronto","1","1","Condo Apt Apartment",2100
"687","C4398360","19 Singer Crt 1209A, Toronto","1","1","Condo Apt Apartment",2100
"688","C4392775","801 King St W 207, Toronto","1","1","Condo Apt Apartment",2100
"689","E4361457","61 Town Centre Crt 1801, Toronto","2","1","Condo Apt Apartment",2100
"690","C4390857","181 Dundas St E 3712, Toronto","2","1","Condo Apt Apartment",2100
"691","C4397178","318 Richmond St W 1504, Toronto","1","1","Condo Apt Apartment",2100
"692","C4382717","629 King St W 421, Toronto","1","1","Condo Apt Apartment",2100
"693","C4392037","629 King St W 718, Toronto","1","1","Condo Apt Apartment",2100
"694","C4334496","8 Eglinton Ave E 1709, Toronto","2","1","Condo Apt Apartment",2100
"695","C4384993","5180 Yonge St 1602, Toronto","1","1","Condo Apt Apartment",2100
"696","C4391759","125 Redpath Ave 414, Toronto","2","1","Condo Apt Apartment",2100
"697","W4378802","1910 Lake Shore Blvd W 806, Toronto","1","1","Condo Apt Apartment",2100
"698","C4386601","125 Redpath Ave 1603, Toronto","2","1","Condo Apt Apartment",2100
"699","C4387124","15 Brunel Crt 712, Toronto","1","1","Condo Apt Loft",2100
"700","C4390590","170 Sumach St 2313, Toronto","1","1","Condo Apt Apartment",2100
"701","C4370069","98 Lillian St 3018, Toronto","1","1","Condo Apt Apartment",2100
"702","C4394041","19 Singer Crt Ph01B, Toronto","2","1","Condo Apt Apartment",2100
"703","W4324178","11 Michael Power Pl 1010, Toronto","1","1","Condo Apt Apartment",2100
"704","C4334835","181 Dundas St E 902, Toronto","2","1","Condo Apt Apartment",2100
"705","C4395467","111 St. Clair Ave W 517, Toronto","1","1","Condo Apt Apartment",2100
"706","W4372505","88 Park Lawn Rd 302, Toronto","1","1","Condo Apt Apartment",2100
"707","C4396682","955 Bay St 514, Toronto","2","1","Comm Element Condo Apartment",2100
"708","C4387904","525 Wilson Ave 1019, Toronto","2","1","Comm Element Condo Multi-Level",2100
"709","C4389080","11 Brunel Crt 2105, Toronto","1","1","Condo Apt Apartment",2100
"710","C4390261","68 Canterbury Pl 1608, Toronto","2","1","Condo Apt Apartment",2100
"711","W4373658","1910 Lake Shore Blvd W 709, Toronto","2","1","Condo Apt Apartment",2100
"712","W4396699","2220 Lakeshore Rd W 307, Toronto","2","1","Condo Apt Apartment",2100
"713","C4364994","42 Charles St E 404, Toronto","1","1","Condo Apt Apartment",2100
"714","C4380596","5180 Yonge St 1203, Toronto","1","1","Condo Apt Apartment",2100
"715","C4392604","955 Bay St 327, Toronto","1","1","Condo Apt Apartment",2100
"716","C4398493","121 Mcmahon Dr 3107, Toronto","1","1","Condo Apt Apartment",2100
"717","C4395266","1 Shaw St 303, Toronto","1","1","Condo Apt Apartment",2100
"718","C4392058","100 Hayden St 1704, Toronto","1","1","Condo Apt Apartment",2100
"719","C4382023","60 Colborne St 613, Toronto","1","1","Condo Apt Apartment",2100
"720","C4395650","68 Abell St 1127, Toronto","2","1","Comm Element Condo Apartment",2100
"721","W4398307","2220 Lakeshore Blvd W 4103, Toronto","2","1","Condo Apt Multi-Level",2100
"722","C4385710","8 Eglinton Ave E 3604, Toronto","2","1","Condo Apt Apartment",2100
"723","C4387269","955 Bay St 324, Toronto","2","1","Condo Apt Apartment",2100
"724","C4373267","333 Adelaide St E 711, Toronto","1","1","Condo Apt Loft",2100
"725","W4384011","15 Zorra St 1903, Toronto","1","1","Condo Apt Apartment",2100
"726","C4398016","955 Bay St 709, Toronto","2","1","Condo Apt Apartment",2100
"727","C4361361","181 Dundas St 1102, Toronto","2","1","Condo Apt Apartment",2100
"728","C4378169","233 Beecroft Rd 717, Toronto","1","2","Condo Apt Loft",2100
"729","W4365755","800 Lawrence Ave W 315, Toronto","1","1","Condo Apt Apartment",2100
"730","C4394075","125 Redpath Ave 1103, Toronto","2","1","Condo Apt Apartment",2100
"731","C4370702","120 Dallimore Circ 902, Toronto","2","2","Condo Apt Apartment",2100
"732","C4394835","15 Singer Crt 1105, Toronto","2","1","Condo Apt Apartment",2100
"733","C4390111","35 Bales Ave E 2207, Toronto","1","1","Condo Apt Apartment",2100
"734","C4368412","181 Dundas St E 4601, Toronto","2","1","Condo Apt Apartment",2100
"735","C4372143","18 Yonge St 1616, Toronto","1","1","Comm Element Condo Apartment",2100
"736","C4391834","125 Redpath Ave 807, Toronto","2","1","Condo Apt Apartment",2100
"737","C4387453","426 University Ave 3007, Toronto","1","1","Condo Apt Apartment",2100
"738","C4397421","19 Grand Trunk Cres 807, Toronto","2","1","Condo Apt Apartment",2100
"739","C4372492","1080 Bay St 4705, Toronto","1","1","Condo Apt Apartment",2100
"740","C4385879","18 Graydon Hall Dr 2301, Toronto","1","1","Condo Apt Apartment",2100
"741","C4371812","15 Iceboat Terr 642B, Toronto","2","1","Condo Apt Apartment",2100
"742","C4376637","219 Fort York Blvd 715, Toronto","2","1","Condo Apt Apartment",2100
"743","C4354257","1 Market St 2207, Toronto","1","1","Condo Apt Apartment",2100
"744","E4327013","108 Barrington Ave Lower, Toronto","2","1","Lower Level 2-Storey",2100
"745","C4345093","63 Summerside Cres, Toronto","3","2","Detached Backsplit 4",2100
"746","C4378729","126 Simcoe St 1209, Toronto","1","1","Condo Apt Apartment",2100
"747","C4383154","128 Fairview Mall Dr 701, Toronto","2","1","Condo Apt Apartment",2100
"748","C4398363","18 Kenaston Gdns 1605, Toronto","1","1","Condo Apt Apartment",2100
"749","C4392291","181 Dundas St E 5012, Toronto","2","1","Condo Apt Apartment",2100
"750","W4363864","160 Flemington Rd 1007, Toronto","2","1","Condo Apt Apartment",2100
"751","C4397939","125 Redpath Ave 1107, Toronto","2","1","Condo Apt Apartment",2100
"752","C4394143","38 Dan Leckie Way 502, Toronto","1","1","Condo Apt Apartment",2100
"753","C4382628","39 Drewry Ave 30, Toronto","2","2","Condo Townhouse Stacked Townhse",2100
"754","C4380385","2181 Yonge St 2204, Toronto","2","1","Condo Apt Apartment",2100
"755","C4379266","39 Brant St 725, Toronto","1","1","Condo Apt Apartment",2100
"756","C4393284","5180 Yonge St 2209, Toronto","1","1","Condo Apt Apartment",2100
"757","C4391951","38 Elm St 1510, Toronto","1","1","Condo Apt Apartment",2100
"758","W4398441","1 Valhalla Inn Rd 311, Toronto","2","1","Condo Apt Apartment",2100
"759","C4393195","80 Carr St Th28, Toronto","1","1","Condo Townhouse Stacked Townhse",2100
"760","W4361922","812 Lansdowne Ave 618, Toronto","2","1","Condo Apt Apartment",2100
"761","C4390030","5180 Yonge St 402, Toronto","1","1","Condo Apt Apartment",2100
"762","C4376224","18 Sommerset Way 1512, Toronto","1","1","Condo Apt Apartment",2100
"763","E4393789","125 Village Green Sq 711, Toronto","2","2","Condo Apt Apartment",2100
"764","C4355887","104 Neptune Dr 3, Toronto","2","1","Triplex 2-Storey",2100
"765","C4383271","181 Dundas St E 4901, Toronto","2","1","Condo Apt Apartment",2100
"766","C4350138","25 Selby St 605, Toronto","1","1","Condo Apt Apartment",2105
"767","C4379710","305 Roehampton Ave 1501, Toronto","1","1","Condo Apt Apartment",2115
"768","C4383755","20 Bruyeres Mews 1007, Toronto","1","1","Condo Apt Apartment",2120
"769","C4398393","35 Hollywood Ave 2315, Toronto","1","1","Condo Apt Multi-Level",2120
"770","C4383664","125 Redpath Ave 1409, Toronto","2","2","Condo Apt Apartment",2125
"771","C4370612","5180 Yonge St #1903, Toronto","1","1","Condo Apt Apartment",2140
"772","C4355705","460 Adelaide St E 922, Toronto","1","1","Condo Apt Apartment",2150
"773","C4372082","8 Eglinton Ave E 3009, Toronto","1","1","Condo Apt Apartment",2150
"774","C4396613","5180 Yonge St 1009, Toronto","1","1","Condo Apt Apartment",2150
"775","C4348267","181 Dundas St E 3615, Toronto","2","1","Condo Apt Apartment",2150
"776","C4395487","55 Merchants' Wharf 213, Toronto","2","1","Condo Apt Apartment",2150
"777","C4393062","181 Dundas St E 4806, Toronto","2","1","Condo Apt Apartment",2150
"778","C4348273","561 Sherbourne St 1909, Toronto","1","1","Other Apartment",2150
"779","C4336562","181 Dundas St E 1601, Toronto","2","1","Condo Apt Apartment",2150
"780","C4388430","1029 King St W 240, Toronto","1","1","Condo Apt Apartment",2150
"781","C4372227","45 Charles St E 1208, Toronto","1","1","Condo Apt Apartment",2150
"782","C4362854","78 Tecumseth St 711, Toronto","1","1","Condo Apt Apartment",2150
"783","C4374840","45 Charles St E 3008, Toronto","1","1","Condo Apt Apartment",2150
"784","C4393610","8 Eglinton Ave E 3109, Toronto","2","1","Condo Apt Apartment",2150
"785","C4394375","275 Yorkland Rd 302, Toronto","2","1","Condo Apt Apartment",2150
"786","C4355583","11 Niagara St Th20, Toronto","1","1","Condo Townhouse Stacked Townhse",2150
"787","C4361788","172 Davisville Ave, Toronto","2","1","Semi-Detached 2-Storey",2150
"788","C4333470","181 Dundas St E 701, Toronto","2","1","Condo Apt Apartment",2150
"789","C4394140","125 Redpath Ave 1805, Toronto","2","2","Condo Apt Apartment",2150
"790","C4373060","14 York St 1309, Toronto","2","1","Condo Apt Apartment",2150
"791","C4381285","138 Princess St 605, Toronto","1","1","Condo Apt Apartment",2150
"792","C4387433","12 Bonnycastle St 908, Toronto","1","1","Condo Apt Apartment",2150
"793","C4395477","1105 Leslie St 206, Toronto","1","2","Condo Apt Bachelor/Studio",2150
"794","C4388677","42 Charles St E 1403, Toronto","1","1","Condo Apt Apartment",2150
"795","C4383742","400 Adelaide St E 1607, Toronto","1","1","Condo Apt Apartment",2150
"796","C4391987","30 Canterbury Pl 705, Toronto","1","1","Condo Apt Apartment",2150
"797","C4372152","4K Spadina Ave 307, Toronto","1","1","Condo Apt Apartment",2150
"798","W4387999","1135 Royal York Rd 611, Toronto","2","1","Condo Apt Apartment",2150
"799","W4393049","160 Flemington Rd 1305, Toronto","2","1","Condo Apt Apartment",2150
"800","C4388315","125 Redpath Ave 515, Toronto","2","1","Condo Apt Apartment",2150
"801","C4389336","1171 Queen St W 311, Toronto","1","1","Comm Element Condo Apartment",2150
"802","E4386023","141 Rhodes Ave A, Toronto","2","1","Triplex 1 1/2 Storey",2150
"803","C4396737","25 Lower Simcoe St Ph 12, Toronto","1","1","Condo Apt Apartment",2150
"804","C4393108","88 Blue Jays Way, Toronto","1","1","Condo Apt Apartment",2150
"805","C4398317","50 Charles St E 1709, Toronto","1","1","Condo Apt Apartment",2150
"806","C4394361","125 Redpath Ave 711, Toronto","2","2","Condo Apt Apartment",2150
"807","W4390845","80 Parrotta Dr 129, Toronto","2","2","Condo Townhouse Apartment",2150
"808","E4386090","3050 Ellesmere Rd 1604, Toronto","2","2","Condo Apt Multi-Level",2150
"809","C4396268","150 East Liberty St 3009, Toronto","1","1","Comm Element Condo Apartment",2150
"810","C4390780","8 Park Rd 3016, Toronto","1","1","Condo Apt Apartment",2150
"811","C4391283","45 Charles St E 3108, Toronto","1","1","Condo Apt Apartment",2150
"812","C4398079","181 Dundas St 4609, Toronto","2","1","Condo Apt Apartment",2150
"813","C4368236","55 Ann O'reilly Rd 2506, Toronto","2","1","Condo Apt Apartment",2150
"814","C4392071","66 Forest Manor Rd 2511, Toronto","2","1","Condo Apt Apartment",2150
"815","C4368534","85 Queens Wharf Rd 2210, Toronto","1","1","Condo Apt Apartment",2150
"816","W4370187","10 Park Lawn Rd 3406, Toronto","1","1","Condo Apt Apartment",2150
"817","C4383732","18 Rean Dr Ph703, Toronto","2","1","Condo Apt Apartment",2150
"818","W4394813","100 Parrotta Dr 85, Toronto","2","2","Condo Townhouse Stacked Townhse",2150
"819","C4383193","51 East Liberty St 1214, Toronto","1","1","Condo Apt Apartment",2150
"820","C4371604","318 Richmond St W 3003, Toronto","1","1","Condo Apt Apartment",2150
"821","C4384068","8 Dovercourt Rd 707, Toronto","1","1","Condo Apt Apartment",2150
"822","C4374331","12 Bonnycastle St 523, Toronto","1","1","Condo Apt Apartment",2150
"823","E4379823","180 Markham Rd 914, Toronto","2","2","Condo Apt Apartment",2150
"824","C4364775","690 Crawford St Third, Toronto","1","1","Detached 3-Storey",2150
"825","E4363381","50 Town Center Crt 2401, Toronto","2","1","Condo Apt Apartment",2050
"826","C4372964","23 Sheppard Ave E 911, Toronto","2","1","Condo Apt Apartment",2150
"827","E4387308","70 Town Centre Crt 2601, Toronto","2","1","Condo Apt Apartment",2150
"828","C4393863","1080 Bay St 407, Toronto","1","1","Condo Apt Apartment",2150
"829","W4394059","5 Valhalla Inn Rd 906, Toronto","2","1","Condo Apt Apartment",2150
"830","C4387219","629 King St W 915, Toronto","1","1","Condo Apt Apartment",2150
"831","W4370344","2240 Lakeshore Blvd W 1205, Toronto","2","1","Condo Apt Apartment",2150
"832","C4354848","68 Abell St 811, Toronto","2","1","Condo Apt Apartment",2150
"833","C4394788","87 Peter St 2305, Toronto","1","1","Condo Apt Bachelor/Studio",2150
"834","C4335821","28 Ted Rogers Way 204, Toronto","2","1","Condo Apt Apartment",2150
"835","C4347034","290 Adelaide St W 1007, Toronto","2","1","Condo Apt Apartment",2150
"836","E4378282","1357 Neilson Rd 83, Toronto","2","2","Condo Townhouse Apartment",2150
"837","C4394272","506 Manning Ave 1, Toronto","1","1","Semi-Detached 3-Storey",2150
"838","W4383383","1 De Boers Dr 1110, Toronto","2","1","Condo Apt Apartment",2150
"839","C4378041","125 Redpath Ave 408, Toronto","2","2","Condo Apt Apartment",2150
"840","W4397290","56 Annie Craig Dr 1505, Toronto","2","1","Condo Apt Apartment",2150
"841","E4383068","12 Larkhall Ave, Toronto","3","1","Detached Bungalow",2150
"842","C4358832","250 Wellington St W 526, Toronto","1","1","Condo Apt Apartment",2150
"843","C4393156","125 Redpath Ave 603, Toronto","2","2","Condo Apt Apartment",2150
"844","C4366400","17 Kenaston Gdns 206, Toronto","2","1","Condo Apt Apartment",2150
"845","W4370047","10 Park Lawn Rd 3506, Toronto","1","1","Condo Apt Apartment",2150
"846","C4372331","51 Lower Simcoe St 1011, Toronto","1","1","Condo Apt Apartment",2150
"847","C4397748","125 Redpath Ave 907, Toronto","2","1","Condo Apt Apartment",2150
"848","C4370751","50 Camden St 410, Toronto","1","1","Condo Apt Apartment",2150
"849","C4377588","168 King St E 1211, Toronto","2","1","Condo Apt Apartment",2150
"850","C4371488","275 Yorkland Rd 2005, Toronto","2","1","Condo Apt Apartment",2150
"851","C4388109","775 King St W 609, Toronto","1","1","Condo Apt Apartment",2150
"852","C4354830","400 Adelaide St E 513, Toronto","1","1","Condo Apt Apartment",2150
"853","C4381943","89 Dunfield Ave 1603, Toronto","2","1","Condo Apt Apartment",2150
"854","C4387357","89 Mcgill St 3109, Toronto","2","2","Condo Apt Apartment",2150
"855","C4397808","125 Redpath Ave 506, Toronto","2","2","Condo Apt Apartment",2150
"856","C4394013","125 Redpath Ave 615, Toronto","2","1","Condo Apt Apartment",2150
"857","W4379042","20 Thomas Riley Rd 1810, Toronto","2","1","Condo Apt Apartment",2150
"858","E4392938","255 Village Green Sq 1501, Toronto","2","1","Condo Apt Apartment",2150
"859","C4396981","10 York St 1001, Toronto","2","1","Condo Apt Apartment",2150
"860","C4395751","955 Bay St 417, Toronto","2","1","Condo Apt Multi-Level",2150
"861","C4354856","400 Adelaide St E 211, Toronto","1","1","Condo Apt Apartment",2150
"862","C4384174","5180 Yonge St 1708, Toronto","2","1","Condo Apt Apartment",2150
"863","C4394179","955 Bay St 621, Toronto","2","1","Condo Apt Apartment",2150
"864","C4367535","38 Stewart St 608, Toronto","1","1","Condo Apt Apartment",2150
"865","C4366373","172 Davisville Ave B, Toronto","2","1","Condo Apt Stacked Townhse",2150
"866","C4363874","15 Grenville St 4707, Toronto","1","1","Condo Apt Apartment",2175
"867","C4395400","101 Erskine Ave 513, Toronto","2","1","Condo Apt Apartment",2175
"868","C4372251","8 Dovercourt Rd 812, Toronto","1","1","Condo Apt Apartment",2175
"869","C4376110","7 Kenaston Gdns 701, Toronto","1","1","Condo Apt Apartment",2180
"870","W4391761","1070 Sheppard Ave W 1409, Toronto","2","2","Condo Apt Apartment",2180
"871","C4377581","150 Fairview Mall Dr 407, Toronto","2","1","Condo Apt Apartment",2180
"872","C4346285","89 Mcgill St 3001, Toronto","1","1","Condo Apt Apartment",2180
"873","C4352090","832 Bay St 1404, Toronto","1","1","Condo Apt Apartment",2180
"874","C4353502","276 Brighton Ave Main, Toronto","3","1","Detached Bungalow",2180
"875","W4390763","79 Barrhead Cres, Toronto","2","1","Detached 1 1/2 Storey",2180
"876","C4387355","501 St Clair Ave 425, Toronto","1","1","Condo Apt Apartment",2180
"877","C4370486","55 Ann O'reilly Rd 3309, Toronto","2","2","Condo Apt Apartment",2180
"878","C4391822","2191 Yonge St 3304, Toronto","2","1","Condo Apt Apartment",2180
"879","C4393936","125 Redpath Ave 903, Toronto","2","1","Condo Apt Apartment",2180
"880","C4390282","2885 Bayview Ave 1402, Toronto","1","1","Condo Apt Apartment",2180
"881","C4326302","89 Dunfield Ave 639, Toronto","1","1","Condo Apt Apartment",2188
"882","C4381368","7 Kenaston Gdns 125, Toronto","2","1","Condo Apt Multi-Level",2190
"883","C4369569","51 Lower Simco St 803, Toronto","1","1","Co-Op Apt Apartment",2190
"884","C4375167","80 St Patrick St 621, Toronto","1","1","Condo Apt Apartment",2190
"885","C4346214","101 Erskine Ave 1101, Toronto","2","1","Condo Apt Apartment",2190
"886","C4384690","159 Dundas St E 504, Toronto","2","1","Condo Apt Apartment",2195
"887","C4396991","105 George St 414, Toronto","1","1","Condo Apt Apartment",2195
"888","C4381020","2191 Yonge St 912, Toronto","1","1","Condo Apt Apartment",2195
"889","C4386980","126 Simcoe St 3109, Toronto","1","1","Condo Apt Apartment",2195
"890","C4389384","50 Charles St E 506, Toronto","1","1","Condo Apt Apartment",2195
"891","C4331580","89 Dunfield Ave 509, Toronto","1","1","Condo Apt Apartment",2195
"892","C4383126","125 Redpath Ave W 507, Toronto","2","2","Condo Apt Apartment",2195
"893","C4392468","5180 Yonge St 508, Toronto","2","1","Condo Apt Apartment",2195
"894","C4383029","10 York St 6012, Toronto","1","1","Condo Apt Apartment",2195
"895","W4395256","312 Rustic Rd, Toronto","2","1","Other Apartment",2198
"896","C4378586","215 Fort York Blvd 1203, Toronto","1","1","Condo Apt Apartment",2199
"897","W4364606","11 Superior Ave 401, Toronto","1","1","Comm Element Condo Apartment",2199
"898","E4389909","4725 Sheppard Ave E 1203, Toronto","2","2","Condo Apt Apartment",2200
