Id,Address,Bedrooms,Bathrooms,Type,Price
C4357057,"88 Scott St 402, Toronto",2,1,Condo Apt Apartment,2450
W4385454,"225 Sherway Gardens Rd 2109, Toronto",2,2,Condo Apt Apartment,2450
C4387352,"1030 King St 707, Toronto",1,1,Condo Apt Apartment,2450
C4379746,"212 Eglinton Ave 1209, Toronto",2,1,Condo Apt Apartment,2450
C4380091,"27 Rean Dr 308, Toronto",2,1,Condo Apt Apartment,2450
E4394918,"20 Guildwood Pkwy 907, Toronto",2,2,Condo Apt Apartment,2450
C4393590,"44 Charles St W 1310, Toronto",1,1,Condo Apt Apartment,2463
C4379610,"390 Cherry St 201, Toronto",1,1,Condo Apt 2-Storey,2475
W4394419,"165 Legion Rd 1924, Toronto",2,2,Condo Apt Apartment,2475
W4392175,"56 Annie Craig Dr 3305, Toronto",2,2,Condo Apt Apartment,2475
C4387953,"633 Bay St 805, Toronto",1,2,Condo Apt Multi-Level,2480
C4382092,"295 Adelaide St W 2005, Toronto",2,1,Condo Apt Apartment,2480
C4368366,"25 The Esplanade 1201, Toronto",2,1,Condo Apt Apartment,2480
C4355245,"8 Eglinton Ave 601, Toronto",2,2,Condo Apt Apartment,2480
C4393657,"57 Charles St W 1905, Toronto",2,1,Condo Apt Apartment,2490
C4386678,"281 Mutual St 2104, Toronto",1,1,Condo Apt Apartment,2495
C4392956,"889 Bay St 203, Toronto",2,1,Condo Apt Apartment,2495
C4380627,"8 Eglinton Ave 1108, Toronto",2,2,Condo Apt Apartment,2495
W4370444,"14 Foundry Ave Th#123, Toronto",3,2,Condo Townhouse 2-Storey,2495
C4373929,"728 Shaw St Lower L, Toronto",2,1,Semi-Detached 3-Storey,2495
W4394072,"336 Campbell Ave Main Fl, Toronto",2,1,Semi-Detached 2-Storey,2495
E4382445,"145 Elinor Ave 14, Toronto",2,2,Att/Row/Twnhouse 2-Storey,2495
C4398224,"181 Wynford Dr 1507, Toronto",3,2,Condo Apt Apartment,2495
W4392104,"145 Long Branch Ave 8, Toronto",2,3,Condo Townhouse Stacked Townhse,2495
E4375596,"11 Bonfield Ave Main, Toronto",2,1,Semi-Detached 2-Storey,2495
C4390104,"12 York St 3903, Toronto",2,1,Condo Apt Apartment,2495
C4386434,"10 Wellesley Pl 502, Toronto",2,1,Condo Apt Loft,2495
W4365625,"150 Long Branch Ave Blk5-21, Toronto",2,2,Condo Townhouse Apartment,2495
W4390559,"109 Stephen Dr 1, Toronto",3,1,Detached 2-Storey,2495
C4382437,"44 St Joseph St 902, Toronto",2,1,Condo Apt Apartment,2495
C4394459,"181 Dundas St E 2703, Toronto",2,1,Condo Apt Apartment,2498
W4382713,"165 Legion Rd N 532, Toronto",2,2,Condo Apt Apartment,2498
W4356541,"118 Atlantic Ave A, Toronto",2,2,Upper Level Apartment,2499
C4381223,"1105 Leslie St 1402, Toronto",2,2,Condo Apt Apartment,2500
C4367042,"633 Bay St 608, Toronto",1,2,Condo Apt Apartment,2500
W4383096,"14 Camperdown Ave, Toronto",3,2,Detached Sidesplit 4,2500
C4386941,"151 Dan Leckie Way 737, Toronto",2,1,Condo Apt Apartment,2500
E4394466,"5 Joanna Dr, Toronto",3,1,Detached Bungalow,2500
C4390281,"19 Grand Trunk Cres 3312, Toronto",2,1,Condo Apt Apartment,2500
W4391194,"1042 Bloor St 4, Toronto",1,1,Store W/Apt/Offc 2-Storey,2500
C4383880,"8 Mercer St 1201, Toronto",2,1,Condo Apt Apartment,2500
E4395875,"50 Brookmill Blvd 6, Toronto",3,2,Condo Townhouse 3-Storey,2500
W4379841,"1140 Briar Hill Ave 303, Toronto",2,2,Condo Townhouse 3-Storey,2500
E4389651,"73 Balfour Ave 3, Toronto",2,1,Triplex 2-Storey,2500
C4368148,"214 Codsell Ave Main, Toronto",3,1,Detached Bungalow,2500
C4358861,"1227 Avenue Rd Main, Toronto",2,1,Semi-Detached Apartment,2500
C4390771,"250 Jarvis St 303, Toronto",2,1,Condo Apt Apartment,2500
C4382137,"101 Charles St E 4505, Toronto",1,1,Condo Apt Apartment,2500
W4384715,"10 Park Lawn Rd 3104, Toronto",2,2,Condo Apt Apartment,2500
C4394957,"55 Harbour Sq 715, Toronto",2,1,Condo Apt Apartment,2500
C4378275,"38 Dan Leckie Way 617, Toronto",1,1,Condo Apt Apartment,2500
W4397140,"1900 Lake Shore Blvd W 1407, Toronto",2,2,Condo Apt Apartment,2500
C4398089,"7 Kenaston Gdns 229, Toronto",2,2,Condo Apt Apartment,2500
C4350909,"300 Front St W 805, Toronto",1,1,Condo Apt Apartment,2500
C4394382,"628 Fleet St 726, Toronto",2,1,Condo Apt Apartment,2500
E4373345,"916A Kingston Rd, Toronto",3,2,Other Apartment,2500
C4391981,"35 Brian Peck Cres 522, Toronto",3,2,Condo Apt Apartment,2500
C4382182,"70 Temperance St 3408, Toronto",2,1,Condo Apt Apartment,2500
C4379022,"125 Redpath Ave 411, Toronto",2,2,Condo Apt Apartment,2500
C4383772,"57 St Joseph St 615, Toronto",2,1,Condo Apt Apartment,2500
W4390971,"2220 Lakeshore Blvd W 2102, Toronto",2,2,Condo Apt Apartment,2500
C4311344,"33 Empress Ave 1106, Toronto",2,2,Condo Apt Apartment,2500
E4373332,"46 Heron Park Pl, Toronto",3,3,Att/Row/Twnhouse 3-Storey,2500
C4396184,"280 College St 1, Toronto",1,1,Store W/Apt/Offc Apartment,2500
C4372809,"39 Parliament St 502, Toronto",1,1,Condo Apt Apartment,2500
W4355842,"160 Flemington Rd 904, Toronto",3,2,Condo Apt Apartment,2500
W4395634,"5 Michael Power Pl 302, Toronto",2,2,Condo Apt Apartment,2500
C4375625,"424 Westmount Ave, Toronto",3,1,Semi-Detached 2-Storey,2500
E4388404,"310 Village Green Sq 35, Toronto",4,3,Condo Townhouse 3-Storey,2500
C4392079,"399 Adelaide St W 719, Toronto",1,1,Condo Apt Apartment,2500
C4383115,"129 Combe Ave Main, Toronto",3,1,Detached 2-Storey,2500
C4370286,"2 Grosvenor St 3B, Toronto",2,1,Multiplex Apartment,2500
C4398502,"35 Finch Ave E 2011, Toronto",2,2,Condo Apt Apartment,2500
C4370867,"70 Distillery Lane 3604, Toronto",1,1,Condo Apt Apartment,2500
C4398374,"18 Kenaston Gdns 1605, Toronto",1,1,Condo Apt Apartment,2500
W4350680,"1130 Briar Hill Ave 306, Toronto",2,2,Condo Townhouse 3-Storey,2500
C4383949,"39 Major St Main, Toronto",1,1,Triplex 3-Storey,2500
W4387565,"155 Legion Rd N 1108, Toronto",3,2,Condo Apt Apartment,2500
C4322238,"218 Queens Quay 2408, Toronto",1,1,Condo Apt Apartment,2500
C4394300,"1 The Esplanade Ave 1206, Toronto",2,1,Condo Apt Apartment,2500
C4351283,"460 Adelaide St E 726, Toronto",1,1,Condo Apt Apartment,2500
C4390158,"150 Leeward Glwy 110, Toronto",3,2,Condo Townhouse 2-Storey,2500
C4371887,"2015 Sheppard Ave E 504, Toronto",2,2,Condo Apt Multi-Level,2500
C4384891,"5791 Yonge St 1205, Toronto",2,1,Condo Apt Apartment,2500
W4395814,"16 Owen Dr, Toronto",3,2,Semi-Detached 2-Storey,2500
C4345847,"8 Eglinton Ave E 1211, Toronto",3,2,Condo Apt Apartment,2500
C4342049,"135A Berkeley St, Toronto",1,1,Detached Bungalow,2500
C4397252,"19 Grand Trunk Cres 1507, Toronto",2,1,Condo Apt Apartment,2500
E4390433,"716 Kingston Rd 301, Toronto",2,1,Condo Apt Apartment,2500
C4394320,"1 The Esplanade Ave 1106, Toronto",2,1,Condo Apt Apartment,2500
C4395031,"120 St Patrick St 1409, Toronto",1,1,Condo Apt Apartment,2500
C4382983,"3018 Yonge St 213, Toronto",2,1,Condo Apt Apartment,2500
C4390942,"88 Scott St 3703, Toronto",2,1,Condo Apt Apartment,2500
C4396937,"4K Spadina Ave 1716, Toronto",2,2,Condo Apt Apartment,2500
C4397574,"24 Verwood Ave Main, Toronto",3,1,Detached Bungalow,2500
W4397806,"16 Willie Crt, Toronto",4,2,Detached 2-Storey,2500
W4390272,"1214 Dufferin St, Toronto",2,1,Detached 2-Storey,2500
C4388563,"2 Anndale Dr 2709, Toronto",2,1,Condo Apt Apartment,2500
C4384794,"11 Bogert Ave 2709, Toronto",2,2,Condo Apt Apartment,2500
W4343399,"11 Neilson Dr 510, Toronto",3,2,Condo Apt Apartment,2500
C4391380,"5162 Yonge St 511, Toronto",1,1,Condo Apt Apartment,2500
C4379860,"181 Dundas St E 4811, Toronto",2,1,Condo Apt Apartment,2500
C4379412,"95 Bathurst St 1004, Toronto",1,1,Condo Apt Apartment,2500
C4360232,"328 Queen St 202, Toronto",1,1,Store W/Apt/Offc 3-Storey,2500
C4351033,"181 Dundas St E 710, Toronto",2,1,Condo Apt Apartment,2500
E4396488,"327 Kenilworth Ave E Lower, Toronto",2,1,Detached 2-Storey,2500
C4376610,"181 Dundas St E 4703, Toronto",2,1,Condo Apt Apartment,2500
C4392710,"368 Dundas St E, Toronto",2,2,Co-Ownership Apt 2-Storey,2500
W4374838,"380 Hopewell Ave 225, Toronto",2,2,Condo Townhouse 3-Storey,2500
C4383494,"390 Cherry St 1709, Toronto",2,1,Condo Apt Apartment,2500
C4384591,"611 Ossington Ave, Toronto",2,1,Detached 2-Storey,2500
E4389641,"73 Balfour Ave 2, Toronto",2,1,Triplex 2-Storey,2500
W4381007,"137 Indian Rd 500, Toronto",2,1,Detached 3-Storey,2500
E4373332,"46 Heron Park Pl, Toronto",3,3,Att/Row/Twnhouse 3-Storey,2500
C4341097,"1 Market St 914, Toronto",2,1,Condo Apt Apartment,2500
W4383096,"14 Camperdown Ave, Toronto",3,2,Detached Sidesplit 4,2500
W4391705,"10 Martha Eaton Way 310, Toronto",3,2,Condo Apt Apartment,2500
C4351283,"460 Adelaide St E 726, Toronto",1,1,Condo Apt Apartment,2500
C4398089,"7 Kenaston Gdns 229, Toronto",2,2,Condo Apt Apartment,2500
C4368148,"214 Codsell Ave Main, Toronto",3,1,Detached Bungalow,2500
C4311344,"33 Empress Ave 1106, Toronto",2,2,Condo Apt Apartment,2500
C4390771,"250 Jarvis St 303, Toronto",2,1,Condo Apt Apartment,2500
C4371891,"5765 Yonge St Ph405, Toronto",3,2,Condo Apt Apartment,2500
C4382137,"101 Charles St E 4505, Toronto",1,1,Condo Apt Apartment,2500
W4387565,"155 Legion Rd N 1108, Toronto",3,2,Condo Apt Apartment,2500
W4365562,"56 Annie Craig Dr 2505, Toronto",2,2,Comm Element Condo Apartment,2500
C4322238,"218 Queens Quay 2408, Toronto",1,1,Condo Apt Apartment,2500
E4373345,"916A Kingston Rd, Toronto",3,2,Other Apartment,2500
C4384591,"611 Ossington Ave, Toronto",2,1,Detached 2-Storey,2500
C4383949,"39 Major St Main, Toronto",1,1,Triplex 3-Storey,2500
C4378275,"38 Dan Leckie Way 617, Toronto",1,1,Condo Apt Apartment,2500
W4390971,"2220 Lakeshore Blvd W 2102, Toronto",2,2,Condo Apt Apartment,2500
C4387954,"61 Alamosa Dr, Toronto",5,2,Detached Bungalow,2500
C4394693,"1 Avondale Ave Uph06, Toronto",2,2,Condo Apt Loft,2500
C4358861,"1227 Avenue Rd Main, Toronto",2,1,Semi-Detached Apartment,2500
W4379841,"1140 Briar Hill Ave 303, Toronto",2,2,Condo Townhouse 3-Storey,2500
C4367042,"633 Bay St 608, Toronto",1,2,Condo Apt Apartment,2500
E4394466,"5 Joanna Dr, Toronto",3,1,Detached Bungalow,2500
C4383115,"129 Combe Ave Main, Toronto",3,1,Detached 2-Storey,2500
E4388404,"310 Village Green Sq 35, Toronto",4,3,Condo Townhouse 3-Storey,2500
C4394382,"628 Fleet St 726, Toronto",2,1,Condo Apt Apartment,2500
C4342049,"135A Berkeley St, Toronto",1,1,Detached Bungalow,2500
C4375625,"424 Westmount Ave, Toronto",3,1,Semi-Detached 2-Storey,2500
C4394405,"155 Yorkville Ave 1416, Toronto",1,1,Comm Element Condo Apartment,2500
W4390272,"1214 Dufferin St, Toronto",2,1,Detached 2-Storey,2500
C4382983,"3018 Yonge St 213, Toronto",2,1,Condo Apt Apartment,2500
C4393192,"1101 Steeles Ave W 912, Toronto",3,2,Condo Apt Apartment,2500
C4390158,"150 Leeward Glwy 110, Toronto",3,2,Condo Townhouse 2-Storey,2500
C4345847,"8 Eglinton Ave E 1211, Toronto",3,2,Condo Apt Apartment,2500
C4391981,"35 Brian Peck Cres 522, Toronto",3,2,Condo Apt Apartment,2500
C4379022,"125 Redpath Ave 411, Toronto",2,2,Condo Apt Apartment,2500
C4383772,"57 St Joseph St 615, Toronto",2,1,Condo Apt Apartment,2500
W4384715,"10 Park Lawn Rd 3104, Toronto",2,2,Condo Apt Apartment,2500
C4376610,"181 Dundas St E 4703, Toronto",2,1,Condo Apt Apartment,2500
W4397140,"1900 Lake Shore Blvd W 1407, Toronto",2,2,Condo Apt Apartment,2500
C4388522,"1030 King St W 925, Toronto",1,1,Condo Apt Apartment,2500
C4396987,"33 Bay St S 4410, Toronto",2,1,Condo Apt Apartment,2500
C4395630,"5795 Yonge St 609, Toronto",3,2,Condo Apt Apartment,2500
C4383494,"390 Cherry St 1709, Toronto",2,1,Condo Apt Apartment,2500
C4390281,"19 Grand Trunk Cres 3312, Toronto",2,1,Condo Apt Apartment,2500
C4396184,"280 College St 1, Toronto",1,1,Store W/Apt/Offc Apartment,2500
C4398502,"35 Finch Ave E 2011, Toronto",2,2,Condo Apt Apartment,2500
C4383880,"8 Mercer St 1201, Toronto",2,1,Condo Apt Apartment,2500
C4386941,"151 Dan Leckie Way 737, Toronto",2,1,Condo Apt Apartment,2500
C4381223,"1105 Leslie St 1402, Toronto",2,2,Condo Apt Apartment,2500
C4350909,"300 Front St W 805, Toronto",1,1,Condo Apt Apartment,2500
C4392079,"399 Adelaide St W 719, Toronto",1,1,Condo Apt Apartment,2500
E4395875,"50 Brookmill Blvd 6, Toronto",3,2,Condo Townhouse 3-Storey,2500
C4370286,"2 Grosvenor St 3B, Toronto",2,1,Multiplex Apartment,2500
W4397806,"16 Willie Crt, Toronto",4,2,Detached 2-Storey,2500
C4370867,"70 Distillery Lane 3604, Toronto",1,1,Condo Apt Apartment,2500
C4398374,"18 Kenaston Gdns 1605, Toronto",1,1,Condo Apt Apartment,2500
W4350680,"1130 Briar Hill Ave 306, Toronto",2,2,Condo Townhouse 3-Storey,2500
C4371910,"87 Peter St 2707, Toronto",2,1,Condo Apt Apartment,2500
W4372115,"50 Judy Sgro Ave, Toronto",4,3,Att/Row/Twnhouse 3-Storey,2500
C4381849,"125 Peter St 2204, Toronto",2,1,Condo Apt Apartment,2500
C4329769,"763 Bay St 802, Toronto",2,1,Condo Apt Apartment,2500
E4371838,"134 Scarborough Rd #3, Toronto",3,1,Triplex Apartment,2500
C4360232,"328 Queen St 202, Toronto",1,1,Store W/Apt/Offc 3-Storey,2500
C4391508,"36 Lisgar St 1503W, Toronto",2,2,Condo Apt Apartment,2500
E4389641,"73 Balfour Ave 2, Toronto",2,1,Triplex 2-Storey,2500
C4384891,"5791 Yonge St 1205, Toronto",2,1,Condo Apt Apartment,2500
W4395814,"16 Owen Dr, Toronto",3,2,Semi-Detached 2-Storey,2500
C4394300,"1 The Esplanade Ave 1206, Toronto",2,1,Condo Apt Apartment,2500
C4394320,"1 The Esplanade Ave 1106, Toronto",2,1,Condo Apt Apartment,2500
C4371887,"2015 Sheppard Ave E 504, Toronto",2,2,Condo Apt Multi-Level,2500
E4390433,"716 Kingston Rd 301, Toronto",2,1,Condo Apt Apartment,2500
C4384794,"11 Bogert Ave 2709, Toronto",2,2,Condo Apt Apartment,2500
W4343399,"11 Neilson Dr 510, Toronto",3,2,Condo Apt Apartment,2500
C4390942,"88 Scott St 3703, Toronto",2,1,Condo Apt Apartment,2500
C4397574,"24 Verwood Ave Main, Toronto",3,1,Detached Bungalow,2500
W4395634,"5 Michael Power Pl 302, Toronto",2,2,Condo Apt Apartment,2500
C4372809,"39 Parliament St 502, Toronto",1,1,Condo Apt Apartment,2500
C4395031,"120 St Patrick St 1409, Toronto",1,1,Condo Apt Apartment,2500
C4394957,"55 Harbour Sq 715, Toronto",2,1,Condo Apt Apartment,2500
C4388563,"2 Anndale Dr 2709, Toronto",2,1,Condo Apt Apartment,2500
C4382182,"70 Temperance St 3408, Toronto",2,1,Condo Apt Apartment,2500
C4391380,"5162 Yonge St 511, Toronto",1,1,Condo Apt Apartment,2500
C4379860,"181 Dundas St E 4811, Toronto",2,1,Condo Apt Apartment,2500
C4379412,"95 Bathurst St 1004, Toronto",1,1,Condo Apt Apartment,2500
W4355842,"160 Flemington Rd 904, Toronto",3,2,Condo Apt Apartment,2500
C4351033,"181 Dundas St E 710, Toronto",2,1,Condo Apt Apartment,2500
C4392710,"368 Dundas St E, Toronto",2,2,Co-Ownership Apt 2-Storey,2500
E4396488,"327 Kenilworth Ave E Lower, Toronto",2,1,Detached 2-Storey,2500
C4396937,"4K Spadina Ave 1716, Toronto",2,2,Condo Apt Apartment,2500
W4374838,"380 Hopewell Ave 225, Toronto",2,2,Condo Townhouse 3-Storey,2500
C4397252,"19 Grand Trunk Cres 1507, Toronto",2,1,Condo Apt Apartment,2500
E4389651,"73 Balfour Ave 3, Toronto",2,1,Triplex 2-Storey,2500
W4391194,"1042 Bloor St 4, Toronto",1,1,Store W/Apt/Offc 2-Storey,2500
C4387271,"5 St Joseph St 3303, Toronto",1,1,Comm Element Condo Apartment,2500
C4366870,"15 Pebble Byway Bywy 83, Toronto",4,2,Condo Townhouse Stacked Townhse,2500
C4374648,"70 Temperance St 5303, Toronto",2,1,Condo Apt Apartment,2520
C4340551,"50 Portland St 706, Toronto",1,1,Condo Apt Apartment,2524
C4343247,"600 Queens Quay W 510, Toronto",2,1,Condo Apt Apartment,2525
W4392017,"2220 Lakeshore Blvd W 4202, Toronto",2,2,Condo Apt Apartment,2525
C4391349,"8 Eglinton Ave E 1005, Toronto",2,2,Condo Apt Apartment,2525
C4393857,"65 St Mary St 603, Toronto",2,1,Condo Apt Apartment,2550
C4394343,"7 Kenaston Gdns 815, Toronto",2,2,Condo Apt Apartment,2550
C4349543,"8 Eglinton Ave E 2205, Toronto",2,2,Condo Apt Apartment,2550
C4383817,"36 Lisgar St 911, Toronto",2,2,Condo Apt Apartment,2550
C4392432,"8 Eglinton Ave 2212, Toronto",2,2,Condo Apt Apartment,2550
W4393320,"2200 Lake Shore Blvd W 1201, Toronto",2,2,Condo Apt Apartment,2550
W4372591,"90 Park Lawn Rd 1107, Toronto",2,2,Condo Apt Apartment,2550
C4375188,"45 Lisgar St 511, Toronto",3,1,Other Apartment,2550
C4381335,"88 Scott St 3701, Toronto",2,1,Condo Apt Apartment,2550
C4388091,"42 Charles St 607, Toronto",2,1,Condo Apt Apartment,2550
C4386143,"169 Fort York Blvd 501, Toronto",2,2,Condo Apt Apartment,2550
W4391762,"20 Thomas Riley Rd 907, Toronto",2,2,Condo Apt Apartment,2550
C4383791,"39 Queens Quay E 829, Toronto",1,1,Condo Apt Apartment,2550
C4373644,"934 King St W, Toronto",2,1,Upper Level 2-Storey,2550
W4377705,"70 High Park Ave 1010, Toronto",2,2,Condo Apt Apartment,2550
W4335733,"77 Burlingame Rd, Toronto",2,1,Detached Bungalow,2550
E4380326,"243 Coleridge Ave, Toronto",3,2,Detached Backsplit 4,2550
C4386826,"1 Bloor St E 3102, Toronto",1,1,Condo Apt Apartment,2550
W4380260,"173 Quebec Ave 3, Toronto",2,1,Detached 3-Storey,2550
C4365799,"181 Dundas St E 4503, Toronto",2,1,Condo Apt Multi-Level,2550
C4366082,"14 Nipigon Ave, Toronto",2,2,Detached Bungalow,2550
C4393658,"8 Eglinton Ave 2712, Toronto",2,2,Condo Apt Apartment,2550
C4357185,"70 Distillery Lane 3704, Toronto",1,1,Condo Apt Apartment,2550
C4393969,"438 Richmond St W 1105, Toronto",2,1,Condo Apt Apartment,2550
C4371474,"288 Betty Ann Dr Main Fl, Toronto",3,1,Detached Bungalow,2550
W4388221,"215 Sherway Gardens Rd 1702, Toronto",2,2,Condo Apt Apartment,2550
C4339442,"375 King St W 1806, Toronto",2,1,Condo Apt Loft,2550
C4327290,"5500 Yonge St Lph08, Toronto",2,2,Condo Apt Apartment,2550
C4325874,"508 Wellington St W 410, Toronto",1,1,Condo Apt Loft,2550
C4330759,"18 Yorkville Ave 514, Toronto",2,1,Condo Apt Apartment,2550
C4355179,"932 King St W Upper, Toronto",2,1,Upper Level 2-Storey,2550
C4384551,"8 Eglinton Ave E 3504, Toronto",2,2,Condo Apt Apartment,2550
C4376363,"5740 Yonge St 1004, Toronto",3,2,Condo Apt Apartment,2550
C4391494,"33 Charles St E 601, Toronto",2,1,Condo Apt Apartment,2550
C4339519,"88 Sheppard Ave E 808, Toronto",2,2,Condo Apt Apartment,2550
C4394476,"1080 Bay St 1609, Toronto",2,1,Condo Apt Multi-Level,2550
C4343100,"650 Queens Quay 216, Toronto",1,1,Condo Apt Apartment,2550
C4368730,"1 Bloor St E 2102, Toronto",1,1,Condo Apt Apartment,2550
C4374435,"5 St Joseph St 3911, Toronto",1,1,Condo Apt Apartment,2550
C4370678,"50 Charles St E 1501, Toronto",2,1,Condo Apt Apartment,2550
W4339405,"57 Widdicombe Hill Blvd 106, Toronto",2,1,Other Apartment,2550
C4368905,"275 Yorkland Blvd 3110, Toronto",2,2,Condo Apt Apartment,2550
C4321975,"8 Eglinton Ave E 1105, Toronto",2,2,Condo Apt Apartment,2550
C4373221,"170 Sumach St 711, Toronto",2,1,Condo Apt Apartment,2550
C4393306,"140 Simcoe St 602, Toronto",2,1,Condo Apt Apartment,2550
C4370576,"57 St Joseph St 1322, Toronto",2,1,Condo Apt Apartment,2550
W4336637,"74 Waterbury Dr Mn/Top, Toronto",3,3,Semi-Detached 2-Storey,2550
C4372158,"5168 Yonge St 1007, Toronto",2,1,Condo Apt Apartment,2550
C4394719,"155 Dalhousie St 910, Toronto",2,1,Condo Apt Loft,2550
C4396023,"83 Redpath Ave 1106, Toronto",2,1,Condo Apt Apartment,2550
C4398139,"50 Bruyeres Mews 901, Toronto",1,1,Condo Apt Apartment,2550
C4383849,"1 The Esplanade Ave 2701, Toronto",2,1,Condo Apt Apartment,2550
C4351327,"60 Pavane Linkway 914, Toronto",4,2,Condo Apt Apartment,2550
W4398303,"68 Winston Park Blvd 11, Toronto",2,2,Condo Townhouse Apartment,2550
W4386993,"59 Annie Craig Dr 1902, Toronto",2,1,Condo Apt Apartment,2550
C4328008,"33 Charles St E 2307, Toronto",1,1,Condo Apt Apartment,2550
C4396995,"125 Redpath Ave 1710, Toronto",2,2,Condo Apt Apartment,2550
W4373456,"2200 Lake Shore Blvd 3310, Toronto",2,2,Condo Apt Apartment,2560
C4377170,"55 Centre Ave 1407, Toronto",1,1,Condo Apt Apartment,2575
W4396302,"20 Thomas Riley Rd 2402, Toronto",2,2,Condo Apt Apartment,2575
C4354177,"49 Mccaul St 563, Toronto",1,1,Condo Apt Apartment,2575
W4368258,"39 Annie Craig Dr 217, Toronto",1,1,Condo Apt Apartment,2575
W4380123,"30 Turntable Cres, Toronto",2,2,Condo Townhouse 3-Storey,2575
C4352095,"1055 Bay St 914, Toronto",2,1,Condo Apt Apartment,2575
C4384000,"763 Bay St 1702, Toronto",2,1,Condo Apt Apartment,2580
C4353764,"181 Dundas St E 3003, Toronto",2,1,Condo Apt Apartment,2580
C4378478,"75 Queens Wharf Rd 2805, Toronto",2,1,Condo Apt Apartment,2580
C4365829,"30 Roehampton Ave 1902, Toronto",2,2,Condo Apt Apartment,2590
C4350882,"761 Bay St 302, Toronto",2,2,Condo Apt Apartment,2590
E4384536,"16 Valdane Dr, Toronto",4,2,Detached Bungalow-Raised,2590
C4389885,"60 Colborne St 618, Toronto",1,1,Condo Apt Apartment,2595
C4394490,"16 Harbour St 3607, Toronto",2,1,Condo Apt Apartment,2595
W4394331,"53 Widdicombe Hill Blvd 507, Toronto",4,3,Condo Apt Apartment,2595
C4354749,"38 Joe Shuster Way 1325, Toronto",2,1,Condo Apt Apartment,2598
C4391661,"169 Fort York Blvd 707, Toronto",2,1,Condo Apt Apartment,2599
C4345985,"181 Dundas St E 2910, Toronto",2,1,Condo Apt Apartment,2599
C4398196,"5785 Yonge St S 806, Toronto",2,2,Condo Apt Apartment,2600
W4394808,"1420 Dupont St 1502, Toronto",2,1,Condo Apt Apartment,2600
C4377221,"36 Lisgar St Ph11W, Toronto",2,2,Condo Apt Apartment,2600
C4396359,"8 Covington Rd 1403, Toronto",2,2,Condo Apt Apartment,2600
W4392755,"2 Harshaw Ave, Toronto",3,2,Att/Row/Twnhouse 2-Storey,2600
C4352391,"27 Sudbury St 2708, Toronto",2,1,Condo Townhouse Stacked Townhse,2600
C4398498,"50 Charles St E 2401, Toronto",1,1,Condo Apt Apartment,2600
C4398567,"780 Sheppard Ave E Th15, Toronto",2,2,Condo Townhouse Stacked Townhse,2600
C4397687,"8 Eglinton Ave E 2208, Toronto",2,2,Condo Apt Apartment,2600
C4363540,"170 Fort York Blvd 1801, Toronto",1,1,Condo Apt Apartment,2600
W4376276,"61 Heintzman St 617, Toronto",3,2,Condo Apt Apartment,2600
C4378685,"25 Oxley St 416, Toronto",1,1,Condo Apt Loft,2600
W4381890,"35 Viking Lane 2239, Toronto",2,2,Condo Apt Apartment,2600
E4367445,"45 Northbrook Rd Main, Toronto",2,1,Detached Bungalow,2600
C4369315,"29 Canniff St 411, Toronto",2,2,Condo Townhouse Stacked Townhse,2600
C4391414,"375 King St W 1005, Toronto",2,1,Condo Apt Apartment,2600
C4383286,"42 Charles St E 1707, Toronto",2,1,Condo Apt Apartment,2600
C4391979,"21 Nelson St 1013, Toronto",2,1,Condo Apt Apartment,2600
C4361749,"15 Greenview Ave 304, Toronto",2,2,Condo Apt Apartment,2600
C4392682,"1032 Danevport Rd Main, Toronto",2,1,Triplex 3-Storey,2625
C4380302,"159 Dundas St E 1405, Toronto",2,2,Condo Apt Apartment,2625
C4395779,"88 Sheppard Ave E 1408, Toronto",2,2,Condo Apt Apartment,2650
C4327492,"4978 Yonge St 2605, Toronto",2,2,Condo Apt Apartment,2650
W4391723,"1150 Briar Hill Ave 302, Toronto",3,2,Condo Townhouse 3-Storey,2650
C4347014,"1070 Sheppard Ave W Ph 14, Toronto",2,2,Condo Apt 2-Storey,2650
C4368586,"23 Hollywood Ave 2508, Toronto",2,2,Condo Apt Apartment,2650
W4395408,"56 Annie Craig Dr 2408, Toronto",2,2,Condo Apt Apartment,2650
C4309200,"89 Mcgill St 3002, Toronto",2,1,Condo Apt Apartment,2650
C4384618,"5180 Yonge St 1805, Toronto",2,2,Condo Apt Apartment,2650
W4363130,"16 Brookers Lane 2104, Toronto",2,2,Condo Apt Apartment,2650
C4364612,"20 Gladstone Ave 702, Toronto",2,2,Condo Apt Apartment,2650
C4352182,"126 Simcoe St # 2005, Toronto",2,1,Condo Apt Apartment,2650
C4390930,"33 Mill St 812, Toronto",2,2,Condo Apt Apartment,2650
C4398153,"7 Grenville St 901, Toronto",2,2,Condo Apt Apartment,2650
E4359881,"118 Coleman Ave, Toronto",3,1,Detached 2-Storey,2650
W4378813,"112 Alder Cres 301, Toronto",3,1,Multiplex Apartment,2650
C4335096,"5 Everson Dr 1116, Toronto",3,2,Condo Townhouse Stacked Townhse,2650
C4359745,"1 The Esplanade Ave 1103, Toronto",2,1,Condo Apt Apartment,2650
C4354118,"38 Dan Leckie Way 1911, Toronto",2,1,Condo Apt Apartment,2650
C4320359,"584 Parliament St, Toronto",2,1,Detached 2-Storey,2650
W4324845,"1410 Dupont St 2504, Toronto",2,2,Condo Apt Apartment,2650
C4310936,"1 Bloor St E 3511, Toronto",1,1,Condo Apt Apartment,2650
